host id,host url,name,host since,location,response time,response rate,is superhost,neighbourhood,listingsCount,verifications,has profile pic,identity verified
164696562,https://www.airbnb.com/users/show/164696562,Iryna,2017-12-28,UA,within an hour,90%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
30030764,https://www.airbnb.com/users/show/30030764,Lolly,2015-03-26,"England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t
33145631,https://www.airbnb.com/users/show/33145631,Caroline,2015-05-11,"London, England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
126720859,https://www.airbnb.com/users/show/126720859,Anna,2017-04-20,United States,within an hour,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
40184303,https://www.airbnb.com/users/show/40184303,Karla,2015-08-01,"England, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
42412414,https://www.airbnb.com/users/show/42412414,Brigitte,2015-08-24,London NW 2 3 JX,,,f,LB of Brent,3.0,"['email', 'phone', 'jumio']",t,f
74986497,https://www.airbnb.com/users/show/74986497,Greta,2016-05-31,"London, England, United Kingdom",a few days or more,0%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
2827655,https://www.airbnb.com/users/show/2827655,Elizabeth,2012-07-04,"London, England, United Kingdom",within an hour,75%,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
43351337,https://www.airbnb.com/users/show/43351337,Rasmin,2015-09-04,GB,,,f,,1.0,"['email', 'phone', 'reviews']",t,f
32487704,https://www.airbnb.com/users/show/32487704,Melanie,2015-05-03,"London, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
2366412,https://www.airbnb.com/users/show/2366412,Elina,2012-05-14,London,within a day,100%,t,LB of Brent,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'photographer']",t,t
101842685,https://www.airbnb.com/users/show/101842685,Amine,2016-10-30,GB,a few days or more,0%,f,LB of Brent,1.0,['phone'],t,f
118888581,https://www.airbnb.com/users/show/118888581,Dayane,2017-03-02,"London, England, United Kingdom",a few days or more,25%,f,,3.0,"['email', 'phone', 'facebook', 'reviews']",t,f
48387202,https://www.airbnb.com/users/show/48387202,Mitchell,2015-11-07,"New South Wales, Australia",,,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
130949645,https://www.airbnb.com/users/show/130949645,Mirza,2017-05-18,"London, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
202973,https://www.airbnb.com/users/show/202973,Thomas & Emelda,2010-08-16,"Brent, England, United Kingdom",within a day,100%,f,LB of Brent,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f
65463120,https://www.airbnb.com/users/show/65463120,Emma,2016-04-02,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
1180385,https://www.airbnb.com/users/show/1180385,Peter,2011-09-19,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t
85313471,https://www.airbnb.com/users/show/85313471,Lenny,2016-07-22,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone']",t,f
66726180,https://www.airbnb.com/users/show/66726180,Silvia,2016-04-11,"London, England, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook']",t,f
77774278,https://www.airbnb.com/users/show/77774278,Ian,2016-06-14,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
46679828,https://www.airbnb.com/users/show/46679828,Laura,2015-10-16,"London, England, United Kingdom",within a day,50%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
43119664,https://www.airbnb.com/users/show/43119664,Emilie,2015-09-01,"Ãvian-les-Bains, Auvergne-Rhône-Alpes, France",within an hour,100%,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t
5802459,https://www.airbnb.com/users/show/5802459,Carole,2013-04-06,GB,,,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
53334303,https://www.airbnb.com/users/show/53334303,Laura,2016-01-04,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
10628500,https://www.airbnb.com/users/show/10628500,Joya,2013-12-15,"London, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'jumio']",t,f
60701361,https://www.airbnb.com/users/show/60701361,Suzanne,2016-02-28,"London, England, United Kingdom",a few days or more,0%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t
48463262,https://www.airbnb.com/users/show/48463262,Tanya,2015-11-08,"Wales, United Kingdom",within a few hours,100%,f,LB of Brent,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t
9023066,https://www.airbnb.com/users/show/9023066,Bella,2013-09-24,"England, United Kingdom",within a day,100%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f
3567095,https://www.airbnb.com/users/show/3567095,Sophie,2012-09-14,"Paris, Ãle-de-France, France",,,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']",t,t
1646721,https://www.airbnb.com/users/show/1646721,Daniella,2012-01-24,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
14023334,https://www.airbnb.com/users/show/14023334,James,2014-04-08,"London, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'work_email']",t,t
7518986,https://www.airbnb.com/users/show/7518986,Patricia,2013-07-16,London & The Caribbean-Antigua,,,f,LB of Brent,1.0,"['email', 'phone']",t,f
6259611,https://www.airbnb.com/users/show/6259611,Claudia,2013-05-06,London,a few days or more,0%,f,,1.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t
159585436,https://www.airbnb.com/users/show/159585436,Danilo,2017-11-21,"England, United Kingdom",within a few hours,70%,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
6300928,https://www.airbnb.com/users/show/6300928,Tat,2013-05-09,London,within a few hours,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
8177855,https://www.airbnb.com/users/show/8177855,Mark,2013-08-15,"London, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone']",t,f
2028252,https://www.airbnb.com/users/show/2028252,Giulia,2012-03-29,"London, England, United Kingdom",within an hour,100%,f,Zona 2,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
146660027,https://www.airbnb.com/users/show/146660027,Hakan,2017-08-18,United Kingdom,,,f,LB of Brent,1.0,['phone'],t,f
13130837,https://www.airbnb.com/users/show/13130837,Charlotte,2014-03-14,London,,,f,LB of Brent,1.0,"['email', 'phone']",t,f
20907463,https://www.airbnb.com/users/show/20907463,Fulvio,2014-09-03,London,within an hour,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
4620366,https://www.airbnb.com/users/show/4620366,Juliet,2013-01-07,"London, United Kingdom",a few days or more,0%,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
25735940,https://www.airbnb.com/users/show/25735940,Vinícius,2015-01-07,London,,,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t
39849404,https://www.airbnb.com/users/show/39849404,Sara,2015-07-28,GB,,,f,,1.0,"['email', 'phone', 'reviews']",t,f
25382763,https://www.airbnb.com/users/show/25382763,Irene,2014-12-30,London,,,f,LB of Brent,1.0,"['email', 'phone']",t,f
37384136,https://www.airbnb.com/users/show/37384136,Jayna,2015-07-03,London,,,f,,1.0,"['email', 'phone', 'jumio']",t,f
5998361,https://www.airbnb.com/users/show/5998361,Christine,2013-04-19,London,,,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
32309364,https://www.airbnb.com/users/show/32309364,Bianca,2015-05-01,Hong Kong,a few days or more,40%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
129356598,https://www.airbnb.com/users/show/129356598,Renata,2017-05-08,"London, England, United Kingdom",a few days or more,0%,f,LB of Brent,1.0,"['email', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,f
16253230,https://www.airbnb.com/users/show/16253230,Jessica,2014-06-01,"London, England, United Kingdom",a few days or more,0%,f,LB of Brent,2.0,"['email', 'phone', 'reviews']",t,f
141841575,https://www.airbnb.com/users/show/141841575,Andre,2017-07-22,GB,within a day,50%,f,LB of Brent,1.0,"['email', 'facebook']",t,f
1709940,https://www.airbnb.com/users/show/1709940,Charlotte,2012-02-06,"Bristol, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
14239313,https://www.airbnb.com/users/show/14239313,Juan,2014-04-13,"Santiago, Santiago Metropolitan Region, Chile",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
152600113,https://www.airbnb.com/users/show/152600113,Joanna,2017-09-29,GB,,,f,,1.0,"['email', 'reviews']",t,f
138123401,https://www.airbnb.com/users/show/138123401,Mauro,2017-07-02,"London, England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
44716314,https://www.airbnb.com/users/show/44716314,Manuel,2015-09-21,ES,a few days or more,0%,f,LB of Brent,2.0,"['email', 'phone', 'google', 'jumio', 'work_email']",t,t
45604481,https://www.airbnb.com/users/show/45604481,Inga,2015-10-02,"Wembley, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews']",t,f
89119795,https://www.airbnb.com/users/show/89119795,Jig,2016-08-10,"London, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'linkedin', 'jumio', 'government_id']",t,t
7048951,https://www.airbnb.com/users/show/7048951,Benjamin,2013-06-22,"London, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
135877765,https://www.airbnb.com/users/show/135877765,Gabor,2017-06-19,"England, United Kingdom",a few days or more,0%,f,,1.0,"['email', 'phone', 'reviews']",t,f
106047993,https://www.airbnb.com/users/show/106047993,Yash,2016-12-03,"Wembley, England, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
77495841,https://www.airbnb.com/users/show/77495841,Meera,2016-06-13,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f
9421031,https://www.airbnb.com/users/show/9421031,Bemi,2013-10-14,"London, England, United Kingdom",within a day,56%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
65177576,https://www.airbnb.com/users/show/65177576,Johanne,2016-03-31,GB,within a day,100%,f,LB of Brent,1.0,"['email', 'phone']",t,f
17865181,https://www.airbnb.com/users/show/17865181,Sabina,2014-07-09,"London, England, United Kingdom",within a day,63%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
3104919,https://www.airbnb.com/users/show/3104919,Yvonne,2012-07-30,"London, England, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
20110505,https://www.airbnb.com/users/show/20110505,Jack,2014-08-16,"London, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['phone', 'facebook']",t,f
12310604,https://www.airbnb.com/users/show/12310604,Dulma,2014-02-17,"London, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
3292971,https://www.airbnb.com/users/show/3292971,Dj,2012-08-17,"London, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t
15751778,https://www.airbnb.com/users/show/15751778,Fiona,2014-05-20,London,within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
29435498,https://www.airbnb.com/users/show/29435498,Iva,2015-03-16,LONDON,within an hour,100%,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
1582199,https://www.airbnb.com/users/show/1582199,Thuy,2012-01-08,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['phone', 'facebook']",t,f
4082440,https://www.airbnb.com/users/show/4082440,Daniel And Talia,2012-11-07,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
1298936,https://www.airbnb.com/users/show/1298936,Chris,2011-10-16,"London, England, United Kingdom",within an hour,100%,t,LB of Brent,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
716434,https://www.airbnb.com/users/show/716434,Rebecca,2011-06-18,"London, England, United Kingdom",within an hour,80%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f
15716253,https://www.airbnb.com/users/show/15716253,Andrew,2014-05-19,GB,,,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
2434614,https://www.airbnb.com/users/show/2434614,Simon,2012-05-22,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",t,t
21960212,https://www.airbnb.com/users/show/21960212,Ana,2014-09-30,"London, United Kingdom",within an hour,100%,f,LB of Brent,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
57372747,https://www.airbnb.com/users/show/57372747,Aisha,2016-02-04,"England, United Kingdom",within a few hours,88%,f,,1.0,['phone'],t,f
97805837,https://www.airbnb.com/users/show/97805837,Camilla,2016-10-03,"London, England, United Kingdom",within a day,50%,f,LB of Brent,2.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t
1824193,https://www.airbnb.com/users/show/1824193,Bahar,2012-02-28,"London, England, United Kingdom",within a day,90%,f,LB of Brent,3.0,"['email', 'phone', 'reviews']",t,f
31953103,https://www.airbnb.com/users/show/31953103,Caitlin,2015-04-26,GB,within an hour,100%,f,LB of Brent,1.0,"['email', 'phone']",t,f
96126862,https://www.airbnb.com/users/show/96126862,Shortstay,2016-09-21,"London, England, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f
29666278,https://www.airbnb.com/users/show/29666278,Robert,2015-03-20,"London, England, United Kingdom",within an hour,95%,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
360852,https://www.airbnb.com/users/show/360852,Tara,2011-01-24,"Toronto, Ontario, Canada",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t
32507713,https://www.airbnb.com/users/show/32507713,Katalin,2015-05-03,"London, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
15050480,https://www.airbnb.com/users/show/15050480,Ann,2014-05-03,"London, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,f
132348833,https://www.airbnb.com/users/show/132348833,Calin,2017-05-28,"Clacton-on-Sea, England, United Kingdom",within a few hours,100%,f,,1.0,"['email', 'phone', 'linkedin', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
35962695,https://www.airbnb.com/users/show/35962695,Anna,2015-06-16,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
25887153,https://www.airbnb.com/users/show/25887153,Ruby,2015-01-10,"London, United Kingdom",within an hour,100%,t,,4.0,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t
8552223,https://www.airbnb.com/users/show/8552223,Jenny,2013-08-31,"London, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
78251508,https://www.airbnb.com/users/show/78251508,Federica,2016-06-17,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t
29779543,https://www.airbnb.com/users/show/29779543,Stefano,2015-03-22,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone']",t,f
15535334,https://www.airbnb.com/users/show/15535334,Kim,2014-05-14,London,,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
1961468,https://www.airbnb.com/users/show/1961468,Roger,2012-03-18,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'facebook']",t,f
35318906,https://www.airbnb.com/users/show/35318906,Rebecca,2015-06-08,"London, United Kingdom",,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
86317232,https://www.airbnb.com/users/show/86317232,Grace,2016-07-27,GB,,,f,,1.0,"['email', 'phone']",t,f
5063503,https://www.airbnb.com/users/show/5063503,David,2013-02-12,"London, uk",within a day,100%,t,,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
15408093,https://www.airbnb.com/users/show/15408093,Chiara,2014-05-12,"London, England, United Kingdom",within a day,70%,f,,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
150469373,https://www.airbnb.com/users/show/150469373,Xavier,2017-09-13,"Barcelona, Catalonia, Spain",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f
6891537,https://www.airbnb.com/users/show/6891537,Afshan,2013-06-13,"London, England, United Kingdom",,,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t
54080896,https://www.airbnb.com/users/show/54080896,Adrienne,2016-01-10,GB,a few days or more,0%,f,LB of Brent,2.0,"['email', 'phone', 'reviews']",t,f
2712296,https://www.airbnb.com/users/show/2712296,Natalie,2012-06-22,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'work_email']",t,t
24742896,https://www.airbnb.com/users/show/24742896,Richard,2014-12-11,"London, England, United Kingdom",within a day,67%,f,LB of Brent,2.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t
4092407,https://www.airbnb.com/users/show/4092407,Hannagh & Alex,2012-11-08,"London, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
116412457,https://www.airbnb.com/users/show/116412457,Virginia,2017-02-14,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f
176774583,https://www.airbnb.com/users/show/176774583,Tina,2018-03-05,"London, England, United Kingdom",within an hour,88%,f,LB of Brent,1.0,"['email', 'phone']",t,f
181634837,https://www.airbnb.com/users/show/181634837,Andrei,2018-03-31,GB,,,f,LB of Brent,1.0,"['email', 'phone']",t,f
42787201,https://www.airbnb.com/users/show/42787201,Garfield,2015-08-28,"London, England, United Kingdom",,,f,LB of Brent,1.0,['phone'],t,f
16689459,https://www.airbnb.com/users/show/16689459,Basel,2014-06-12,"London, United Kingdom",,,f,,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
24062115,https://www.airbnb.com/users/show/24062115,Manato,2014-11-23,London ZONE 2 VERY CENTRAL,within an hour,67%,f,LB of Brent,2.0,"['email', 'phone', 'reviews']",t,f
8700914,https://www.airbnb.com/users/show/8700914,Rene,2013-09-08,"London, United Kingdom",within a few hours,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
673482,https://www.airbnb.com/users/show/673482,Maris And Agnese,2011-06-07,London,within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
87274571,https://www.airbnb.com/users/show/87274571,Zoltan,2016-08-01,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f
33113308,https://www.airbnb.com/users/show/33113308,Christine,2015-05-11,"London, England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'jumio']",t,f
43494196,https://www.airbnb.com/users/show/43494196,Lucie,2015-09-06,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
14168751,https://www.airbnb.com/users/show/14168751,Peter,2014-04-11,"London, UK",,,f,,2.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'work_email']",t,t
145447091,https://www.airbnb.com/users/show/145447091,Jane,2017-08-11,"England, United Kingdom",,,f,,1.0,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
445939,https://www.airbnb.com/users/show/445939,Venetia,2011-03-16,"London, England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'reviews', 'jumio']",t,f
55925942,https://www.airbnb.com/users/show/55925942,James,2016-01-24,"London, England, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
61514002,https://www.airbnb.com/users/show/61514002,Emiriana,2016-03-04,"London, England, United Kingdom",within an hour,100%,f,City of Westminster,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f
131168244,https://www.airbnb.com/users/show/131168244,Nina,2017-05-20,"London, England, United Kingdom",within an hour,90%,f,City of Westminster,2.0,"['email', 'phone', 'reviews']",t,f
134760828,https://www.airbnb.com/users/show/134760828,Sergio,2017-06-12,"London, England, United Kingdom",within an hour,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
167700118,https://www.airbnb.com/users/show/167700118,Elaine,2018-01-14,GB,within an hour,100%,f,,1.0,"['email', 'phone']",t,f
8814258,https://www.airbnb.com/users/show/8814258,Nikole,2013-09-13,"New York, New York, United States",within an hour,89%,f,Crown Heights,5.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,t
157443036,https://www.airbnb.com/users/show/157443036,Jenti,2017-11-05,GB,within an hour,77%,f,LB of Harrow,17.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f
95245831,https://www.airbnb.com/users/show/95245831,Dhiru,2016-09-15,"London, England, United Kingdom",within a day,100%,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t
34642287,https://www.airbnb.com/users/show/34642287,Nirav,2015-05-31,"Wembley, England, United Kingdom",a few days or more,0%,f,LB of Brent,7.0,"['email', 'phone', 'reviews', 'jumio']",t,t
4952252,https://www.airbnb.com/users/show/4952252,Sonja,2013-02-03,"London, United Kingdom",within a few hours,92%,f,LB of Brent,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
160338917,https://www.airbnb.com/users/show/160338917,Rasalingam,2017-11-27,"England, United Kingdom",within a day,100%,f,,1.0,"['email', 'phone', 'reviews']",t,f
41068630,https://www.airbnb.com/users/show/41068630,Monica,2015-08-10,"Wembley, England, United Kingdom",within a day,100%,f,,7.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
105535737,https://www.airbnb.com/users/show/105535737,Nasmin,2016-11-29,"Harrow, England, United Kingdom",within a day,60%,f,LB of Brent,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t
13294521,https://www.airbnb.com/users/show/13294521,Juhee,2014-03-19,London,within a day,100%,t,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
6831109,https://www.airbnb.com/users/show/6831109,Daniel,2013-06-10,London,,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,t
25495792,https://www.airbnb.com/users/show/25495792,Anthony,2015-01-02,GB,,,f,,1.0,['phone'],t,f
180365088,https://www.airbnb.com/users/show/180365088,Ilana,2018-03-24,"London, England, United Kingdom",within a few hours,88%,f,LB of Brent,1.0,"['email', 'phone']",t,f
7892507,https://www.airbnb.com/users/show/7892507,Lindsey,2013-08-02,"London, England, United Kingdom",within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
61077618,https://www.airbnb.com/users/show/61077618,Kiné,2016-03-01,"London, England, United Kingdom",within a few hours,100%,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t
1702869,https://www.airbnb.com/users/show/1702869,Vicky,2012-02-05,"London, England, United Kingdom",within a day,100%,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
15779891,https://www.airbnb.com/users/show/15779891,Kirstin,2014-05-20,London,within a day,100%,f,,5.0,"['email', 'phone', 'manual_online', 'reviews', 'jumio', 'government_id']",t,t
8186131,https://www.airbnb.com/users/show/8186131,Linden And Ally,2013-08-15,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
14315505,https://www.airbnb.com/users/show/14315505,Mallika,2014-04-15,"England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t
71180536,https://www.airbnb.com/users/show/71180536,Lucie,2016-05-09,"London, England, United Kingdom",a few days or more,50%,f,,1.0,"['email', 'phone', 'jumio', 'government_id']",t,f
19910186,https://www.airbnb.com/users/show/19910186,Helen,2014-08-12,"San Francisco, California, United States",within a few hours,100%,f,LB of Brent,2.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t
37073986,https://www.airbnb.com/users/show/37073986,Tim,2015-06-29,Russia,within a few hours,100%,f,LB of Brent,1.0,"['email', 'phone', 'reviews']",t,f
7040276,https://www.airbnb.com/users/show/7040276,Sue Guan,2013-06-21,GB,,,f,LB of Brent,1.0,['phone'],t,f
172984846,https://www.airbnb.com/users/show/172984846,Nish,2018-02-12,GB,within an hour,100%,f,,2.0,"['email', 'phone']",t,f
176380809,https://www.airbnb.com/users/show/176380809,Natalia,2018-03-03,GB,within an hour,100%,f,LB of Brent,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f
19589404,https://www.airbnb.com/users/show/19589404,Tim,2014-08-06,"Birkenhead, England, United Kingdom",within a day,100%,f,,1.0,"['email', 'reviews', 'jumio']",t,f
8344085,https://www.airbnb.com/users/show/8344085,Téa,2013-08-23,"London, England, United Kingdom",within a few hours,100%,f,LB of Brent,2.0,"['email', 'phone', 'reviews', 'jumio', 'work_email']",t,f
176206988,https://www.airbnb.com/users/show/176206988,Laura,2018-03-02,"London, England, United Kingdom",,,f,LB of Brent,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f
